,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
437,1,Philippines League Play,1,Pasig,10,12,Valenzuela,False
438,1,Philippines League Play,1,Taguig,15,11,Dasmariñas,False
439,1,Philippines League Play,1,General Santos,10,9,Cagayan de Oro,False
440,1,Poland League Play,1,Warsaw,8,4,Gliwice,False
441,1,Poland League Play,1,Krakow,17,9,Zabrze,False
442,1,Poland League Play,1,Lodz,11,10,Torun,False
443,1,Poland League Play,1,Wroclaw,14,9,Sosnowiec,False
444,1,Poland League Play,1,Poznan,16,9,Rzeszow,False
445,1,Poland League Play,1,Gdansk,13,7,Kielce,False
446,1,Poland League Play,1,Szczecin,12,10,Radom,False
447,1,Poland League Play,1,Lublin,16,10,Czestochowa,False
448,1,Poland League Play,1,Bydgoszcz,10,11,Gdynia,False
449,1,Poland League Play,1,Katowice,11,15,Bialystok,False
450,1,Portugal League Play,1,Lisbon,20,11,Leiria,False
451,1,Portugal League Play,1,Vila Nova de Gaia,20,8,Évora,False
452,1,Portugal League Play,1,Porto,16,8,Viseu,False
453,1,Portugal League Play,1,Braga,10,8,Faro,False
454,1,Portugal League Play,1,Amadora,8,6,Portimao,False
455,1,Portugal League Play,1,Almada,12,7,Aveiro,False
456,1,Portugal League Play,1,Setúbal,8,16,Queluz,False
457,1,Portugal League Play,1,Sintra,11,9,Loures,False
458,1,Portugal League Play,1,Funchal,9,17,Barreiro,False
459,1,Portugal League Play,1,Coimbra,10,12,Agualva-Cacem,False
460,1,Qatar League Play,1,Doha,20,8,Ain Khaled,False
461,1,Qatar League Play,1,Al Rayyan,18,10,West Bay,False
462,1,Qatar League Play,1,Al Wakrah,10,5,Education City,False
463,1,Qatar League Play,1,Lusail,9,8,Al Shahaniya,False
464,1,Qatar League Play,1,Al Daayen,6,11,Madinat ash Shamal,False
465,1,Qatar League Play,1,Muaither,8,9,Fereej Bin Mahmoud,False
466,1,Qatar League Play,1,The Pearl,10,11,Fereej Abdul Aziz,False
467,1,Qatar League Play,1,Umm Salal,15,10,Madinat Khalifa,False
468,1,Qatar League Play,1,Mesaieed,9,13,Al Aziziyah,False
469,1,Qatar League Play,1,Al Khor,12,8,Al Markhiya,False
470,1,Romania League Play,1,Bucharest,15,9,Botoșani,False
471,1,Romania League Play,1,Cluj-Napoca,17,11,Ramnicu Valcea,False
472,1,Romania League Play,1,Timisoara,16,10,Baia Mare,False
473,1,Romania League Play,1,Constanta,8,12,Buzau,False
474,1,Romania League Play,1,Iasi,16,8,Targu Mures,False
475,1,Romania League Play,1,Brasov,10,11,Pitesti,False
476,1,Romania League Play,1,Craiova,11,10,Sibiu,False
477,1,Romania League Play,1,Galati,10,11,Bacau,False
478,1,Romania League Play,1,Oradea,9,12,Arad,False
479,1,Romania League Play,1,Ploiesti,9,15,Braila,False
480,1,Russia League Play,1,Moscow,15,10,Izhevsk,False
481,1,Russia League Play,1,Saint Petersburg,14,10,Tolyatti,False
482,1,Russia League Play,1,Novosibirsk,12,9,Tyumen,False
483,1,Russia League Play,1,Yekaterinburg,17,8,Saratov,False
484,1,Russia League Play,1,Kazan,14,9,Krasnodar,False
485,1,Russia League Play,1,Nizhny Novgorod,14,11,Volgograd,False
486,1,Russia League Play,1,Chelyabinsk,10,9,Perm,False
487,1,Russia League Play,1,Samara,8,7,Voronezh,True
488,1,Russia League Play,1,Omsk,15,10,Krasnoyarsk,False
489,1,Russia League Play,1,Rostov-on-Don,10,8,Ufa,False
490,1,Saudi Arabia League Play,1,Riyadh,12,7,Khurais,False
491,1,Saudi Arabia League Play,1,Jeddah,22,9,Yanbu,False
492,1,Saudi Arabia League Play,1,Mecca,15,7,Al-Qatif,False
493,1,Saudi Arabia League Play,1,Medina,14,10,Jizan,False
494,1,Saudi Arabia League Play,1,Dammam,10,9,Hafar Al-Batin,False
495,1,Saudi Arabia League Play,1,Taif,9,8,Najran,True
496,1,Saudi Arabia League Play,1,Khobar,9,8,Jubail,True
497,1,Saudi Arabia League Play,1,Tabuk,8,9,Hail,False
498,1,Saudi Arabia League Play,1,Khamis Mushait,8,7,Al-Ahsa,True
499,1,Saudi Arabia League Play,1,Qassim,10,16,Abha,False
500,1,Singapore League Play,1,Singapore,13,10,Kallang,False
501,1,Singapore League Play,1,Bedok,11,9,Queenstown,False
502,1,Singapore League Play,1,Jurong West,11,6,Clementi,False
503,1,Singapore League Play,1,Tampines,13,11,Bishan,False
504,1,Singapore League Play,1,Woodlands,11,10,Toa Payoh,False
505,1,Singapore League Play,1,Sengkang,6,8,Geylang,False
506,1,Singapore League Play,1,Hougang,11,9,Pasir Ris,False
507,1,Singapore League Play,1,Yishun,11,10,Serangoon,True
508,1,Singapore League Play,1,Punggol,9,13,Bukit Batok,False
509,1,Singapore League Play,1,Choa Chu Kang,11,16,Ang Mo Kio,False
510,1,Slovakia League Play,1,Bratislava,10,11,Zvolen,False
511,1,Slovakia League Play,1,Kosice,9,12,Prievidza,False
512,1,Slovakia League Play,1,Prešov,17,9,Bardejov,False
513,1,Slovakia League Play,1,Banská Bystrica,6,8,Humenne,False
514,1,Slovakia League Play,1,Zilina,11,9,Levice,False
515,1,Slovakia League Play,1,Trnava,16,8,Komarno,False
516,1,Slovakia League Play,1,Nitra,10,15,Spišská Nová Ves,False
517,1,Slovakia League Play,1,Martin,9,8,Nove Zamky,True
518,1,Slovakia League Play,1,Poprad,8,9,Michalovce,False
519,1,Slovakia League Play,1,Trenčín,11,6,Povazska Bystrica,False
520,1,South Africa League Play,1,Johannesburg,22,9,Vanderbijlpark,False
521,1,South Africa League Play,1,Cape Town,13,7,Witbank,False
522,1,South Africa League Play,1,Durban,20,8,Richards Bay,False
523,1,South Africa League Play,1,Ekurhuleni,15,7,Krugersdorp,False
524,1,South Africa League Play,1,Pretoria,16,9,Newcastle,False
525,1,South Africa League Play,1,Soweto,18,9,Welkom,False
526,1,South Africa League Play,1,Port Elizabeth,10,7,Boksburg,False
527,1,South Africa League Play,1,Pietermaritzburg,18,9,Bloemfontein,False
528,1,South Africa League Play,1,East London,16,8,Vereeniging,False
529,1,South Africa League Play,1,Benoni,12,11,Tembisa,False
530,1,South Korea League Play,1,Seoul,18,10,Anyang,False
531,1,South Korea League Play,1,Busan,9,10,Cheonan,False
532,1,South Korea League Play,1,Incheon,5,3,Jeonju,False
533,1,South Korea League Play,1,Daegu,11,9,Ansan,False
534,1,South Korea League Play,1,Daejeon,14,11,Namyangju,False
535,1,South Korea League Play,1,Gwangju,7,6,Hwaseong,True
536,1,South Korea League Play,1,Suwon,10,9,Bucheon,True
537,1,South Korea League Play,1,Ulsan,10,13,Cheongju,False
538,1,South Korea League Play,1,Yongin,11,13,Seongnam,False
539,1,South Korea League Play,1,Goyang,15,10,Changwon,False
540,1,Spain League Play,1,Madrid,11,8,Elche,False
541,1,Spain League Play,1,Barcelona,10,9,Granada,True
542,1,Spain League Play,1,Valencia,11,9,Vitoria,False
543,1,Spain League Play,1,Zaragoza,7,9,La Coruna,False
544,1,Spain League Play,1,Seville,11,9,Hospitalet,False
545,1,Spain League Play,1,Malaga,7,8,Gijon,False
546,1,Spain League Play,1,Murcia,12,9,Vigo,False
547,1,Spain League Play,1,Palma,11,16,Valladolid,False
548,1,Spain League Play,1,Las Palmas,8,7,Cordoba,True
549,1,Spain League Play,1,Bilbao,9,10,Alicante,False
550,1,Sweden League Play,1,Stockholm,15,9,Sundsvall,False
551,1,Sweden League Play,1,Gothenburg,9,6,Sodertalje,False
552,1,Sweden League Play,1,Malmo,7,6,Karlstad,True
553,1,Sweden League Play,1,Uppsala,11,8,Eskilstuna,False
554,1,Sweden League Play,1,Linkoping,10,11,Huddinge,False
555,1,Sweden League Play,1,Orebro,9,10,Nacka,False
556,1,Sweden League Play,1,Helsingborg,9,12,Gavle,False
557,1,Sweden League Play,1,Norrkoping,13,10,Boras,False
558,1,Sweden League Play,1,Jonkoping,7,15,Vasteras,False
559,1,Sweden League Play,1,Lund,12,6,Umea,False
560,1,Switzerland League Play,1,Zurich,18,8,Uster,False
561,1,Switzerland League Play,1,Geneva,18,8,Vernier,False
562,1,Switzerland League Play,1,Basel,18,10,Chur,False
563,1,Switzerland League Play,1,Lausanne,12,8,Sion,False
564,1,Switzerland League Play,1,Bern,18,9,Schaffhausen,False
565,1,Switzerland League Play,1,Winterthur,8,7,La Chaux-de-Fonds,True
566,1,Switzerland League Play,1,St. Gallen,13,8,Fribourg,False
567,1,Switzerland League Play,1,Lucerne,9,7,Koniz,False
568,1,Switzerland League Play,1,Lugano,9,8,Thun,False
569,1,Switzerland League Play,1,Biel,11,6,Neuchatel,False
570,1,Thailand League Play,1,Bangkok,20,10,Chiang Rai,False
571,1,Thailand League Play,1,Samut Prakan,19,9,Lampang,False
572,1,Thailand League Play,1,Nonthaburi,11,9,Songkhla,False
573,1,Thailand League Play,1,Hat Yai,8,7,Nakhon Pathom,False
574,1,Thailand League Play,1,Udon Thani,10,9,Nakhon Si Thammarat,False
575,1,Thailand League Play,1,Chon Buri,17,8,Rayong,False
576,1,Thailand League Play,1,Nakhon Ratchasima,18,9,Mueang Nakhon Sawan,False
577,1,Thailand League Play,1,Khon Kaen,8,6,Phitsanulok,False
578,1,Thailand League Play,1,Chiang Mai,10,13,Ubon Ratchathani,False
579,1,Thailand League Play,1,Surat Thani,9,11,Pattaya,False
580,1,Turkey League Play,1,Istanbul,13,8,Sisli,False
581,1,Turkey League Play,1,Ankara,19,9,Erzurum,False
582,1,Turkey League Play,1,Izmir,10,8,Trabzon,False
583,1,Turkey League Play,1,Gaziantep,18,9,Atasehir,False
584,1,Turkey League Play,1,Bursa,11,9,Kahramanmaras,False
585,1,Turkey League Play,1,Adana,10,9,Pendik,False
586,1,Turkey League Play,1,Konya,15,9,Malatya,False
587,1,Turkey League Play,1,Antalya,6,9,Umraniye,False
588,1,Turkey League Play,1,Mersin,7,12,Esenyurt,False
589,1,Turkey League Play,1,Kayseri,11,8,Diyarbakir,False
590,1,Ukraine League Play,1,Kyiv,20,6,Chernivtsi,False
591,1,Ukraine League Play,1,Kharkiv,12,5,Bila Tserkva,False
592,1,Ukraine League Play,1,Odessa,8,7,Luhansk,False
593,1,Ukraine League Play,1,Dnipro,11,8,Chernihiv,False
594,1,Ukraine League Play,1,Donetsk,10,7,Poltava,False
595,1,Ukraine League Play,1,Zaporizhzhia,14,11,Kherson,False
596,1,Ukraine League Play,1,Lviv,13,8,Symferopol,False
597,1,Ukraine League Play,1,Kryvyi Rih,9,8,Sevastopol,False
598,1,Ukraine League Play,1,Mariupol,9,8,Makiivka,False
599,1,Ukraine League Play,1,Mykolaiv,4,7,Vinnytsia,False
600,1,United Arab Emirates League Play,1,Dubai,20,9,Madinat Zayed,False
601,1,United Arab Emirates League Play,1,Abu Dhabi,13,9,Al Hamriyah,False
602,1,United Arab Emirates League Play,1,Sharjah,19,11,Dhaid,False
603,1,United Arab Emirates League Play,1,Al Ain,17,8,Ruwais,False
604,1,United Arab Emirates League Play,1,Deira,19,9,Al Muwaylih,False
605,1,United Arab Emirates League Play,1,Ajman,13,9,Dibba Al-Hisn,False
606,1,United Arab Emirates League Play,1,Bur Dubai,13,7,Khor Fakkan,False
607,1,United Arab Emirates League Play,1,Ras Al Khaimah,17,8,Kalba,False
608,1,United Arab Emirates League Play,1,Fujairah,11,9,Umm Al Quwain,False
609,1,United Arab Emirates League Play,1,Al Quoz,7,6,Khalifa City,False
610,1,United Kingdom League Play,1,London,8,7,Stoke,False
611,1,United Kingdom League Play,1,Birmingham,13,10,Hull,False
612,1,United Kingdom League Play,1,Leeds,8,7,Plymouth,True
613,1,United Kingdom League Play,1,Glasgow,10,13,Brighton,False
614,1,United Kingdom League Play,1,Sheffield,10,15,Newcastle,False
615,1,United Kingdom League Play,1,Manchester,10,11,Nottingham,False
616,1,United Kingdom League Play,1,Bradford,10,16,Belfast,False
617,1,United Kingdom League Play,1,Edinburgh,8,13,Leicester,False
618,1,United Kingdom League Play,1,Liverpool,9,7,Cardiff,False
619,1,United Kingdom League Play,1,Bristol,9,4,Coventry,False
620,1,United States League Play,1,New York,16,10,Nashville,False
621,1,United States League Play,1,Los Angeles,12,6,Denver,False
622,1,United States League Play,1,Chicago,16,6,Seattle,False
623,1,United States League Play,1,Houston,10,7,San Francisco,False
624,1,United States League Play,1,Philadelphia,5,7,Indianapolis,False
625,1,United States League Play,1,Phoenix,11,7,Charlotte,False
626,1,United States League Play,1,San Antonio,10,15,Columbus,False
627,1,United States League Play,1,San Diego,9,10,Jacksonville,False
628,1,United States League Play,1,Dallas,10,11,Fort Worth,False
629,1,United States League Play,1,San Jose,11,13,Austin,False
630,1,Vietnam League Play,1,Ho Chi Minh City,16,10,Nam Dinh,False
631,1,Vietnam League Play,1,Hanoi,19,8,My Tho,False
632,1,Vietnam League Play,1,Haiphong,14,7,Rach Gia,False
633,1,Vietnam League Play,1,Bien Hoa,12,8,Ca Mau,False
634,1,Vietnam League Play,1,Can Tho,11,10,Da Lat,False
635,1,Vietnam League Play,1,Da Nang,11,7,Bac Ninh,False
636,1,Vietnam League Play,1,Buon Ma Thuot,12,9,Vinh,False
637,1,Vietnam League Play,1,Nha Trang,13,11,Quy Nhon,False
638,1,Vietnam League Play,1,Hue,12,10,Long Xuyen,False
639,1,Vietnam League Play,1,Vung Tau,8,14,Thai Nguyen,False
640,1,WCQ Europe STAGE 1 GROUP 1,1,Germany,8,10,Norway,False
641,1,WCQ Europe STAGE 1 GROUP 1,1,Austria,12,9,Switzerland,False
642,1,WCQ Europe STAGE 1 GROUP 1,1,Denmark,8,11,Greece,False
643,1,WCQ Europe STAGE 1 GROUP 2,1,United Kingdom,12,8,Italy,False
644,1,WCQ Europe STAGE 1 GROUP 2,1,Ireland,7,10,Spain,False
645,1,WCQ Europe STAGE 1 GROUP 2,1,Ukraine,8,9,Poland,False
646,1,WCQ Europe STAGE 1 GROUP 3,1,Romania,11,10,Russia,False
647,1,WCQ Europe STAGE 1 GROUP 3,1,Czech Republic,18,8,Hungary,False
648,1,WCQ Europe STAGE 1 GROUP 3,1,Slovakia,8,14,Portugal,False
649,1,WCQ Europe STAGE 1 GROUP 4,1,Belgium,4,7,Netherlands,False
650,1,WCQ Europe STAGE 1 GROUP 4,1,Turkey,7,8,Finland,False
651,1,WCQ Europe STAGE 1 GROUP 4,1,Sweden,9,12,France,False
652,1,WCQ Asia Stage 1,1,Pakistan,6,9,China,False
653,1,WCQ Asia Stage 1,1,Bangladesh,11,9,Kazakhstan,False
654,1,WCQ Asia Stage 1,1,Indonesia,12,9,Hong Kong,False
655,1,WCQ Asia Stage 1,1,Australia,12,8,Philippines,False
656,1,WCQ Asia Stage 1,1,Malaysia,7,9,Singapore,False
657,1,WCQ Asia Stage 1,1,New Zealand,8,10,India,False
658,1,WCQ Asia Stage 1,1,South Korea,15,10,Thailand,False
659,1,WCQ Asia Stage 1,1,Japan,15,10,Vietnam,False
660,1,WCQ Americas,1,Argentina,16,10,Chile,False
661,1,WCQ Americas,1,Colombia,11,18,Canada,False
662,1,WCQ Americas,1,Peru,5,11,United States,False
663,1,WCQ Americas,1,Ecuador,8,7,Mexico,True
664,1,WCQ MEA STAGE 1 GROUP 1,1,Qatar,8,9,United Arab Emirates,False
665,1,WCQ MEA STAGE 1 GROUP 1,1,Kuwait,9,14,Egypt,False
666,1,WCQ MEA STAGE 1 GROUP 2,1,Saudi Arabia,10,8,Morocco,False
667,1,WCQ MEA STAGE 1 GROUP 2,1,Algeria,7,9,Oman,False
668,1,WCQ MEA STAGE 1 GROUP 3,1,Iraq,10,14,Ethiopia,False
669,1,WCQ MEA STAGE 1 GROUP 3,1,Kenya,13,9,Angola,False
670,1,Algeria League Play,2,Algiers,12,7,Béchar,False
671,1,Algeria League Play,2,Tlemcen,9,11,Tiaret,False
672,1,Algeria League Play,2,Oran,16,6,El Oued,False
673,1,Algeria League Play,2,Constantine,14,7,Médéa,False
674,1,Algeria League Play,2,Setif,10,9,Jijel,True
675,1,Algeria League Play,2,Batna,13,10,Mostaganem,False
676,1,Algeria League Play,2,Blida,16,10,Skikda,False
677,1,Algeria League Play,2,Annaba,12,10,Sidi Bel Abbes,False
678,1,Algeria League Play,2,Djelfa,11,8,Tébessa,False
679,1,Algeria League Play,2,Biskra,8,13,Bejaia,False
680,1,Angola League Play,2,Luanda,22,8,Saurimo,False
681,1,Angola League Play,2,Menongue,8,15,Soyo,False
682,1,Angola League Play,2,Huambo,22,9,Cazombo,False
683,1,Angola League Play,2,Lobito,17,9,Lucapa,False
684,1,Angola League Play,2,Cabinda,11,6,Ndalatando,False
685,1,Angola League Play,2,Lubango,14,9,Xangongo,False
686,1,Angola League Play,2,Benguela,15,9,Longonjo,False
687,1,Angola League Play,2,Malanje,7,12,Dundo,False
688,1,Angola League Play,2,Sumbe,8,9,Kuito,False
689,1,Angola League Play,2,Uige,12,9,Namibe,False
690,1,Argentina League Play,2,Buenos Aires,11,8,General Pueyrredon,False
691,1,Argentina League Play,2,Santiago del Estero,11,15,Neuquen,False
692,1,Argentina League Play,2,Cordoba,18,10,Corrientes,False
693,1,Argentina League Play,2,Rosario,7,4,Resistencia,False
694,1,Argentina League Play,2,Mendoza,8,9,San Juan,False
695,1,Argentina League Play,2,Tucuman,12,9,Florencio Varela,False
696,1,Argentina League Play,2,La Plata,14,6,Moreno,False
697,1,Argentina League Play,2,Mar del Plata,9,8,Lanus,True
698,1,Argentina League Play,2,Salta,8,9,Almirante Brown,False
699,1,Argentina League Play,2,Quilmes,11,19,Santa Fe,False
700,1,Australia League Play,2,Sydney,13,9,Launceston,False
701,1,Australia League Play,2,Mackay,11,10,Ballarat,False
702,1,Australia League Play,2,Melbourne,11,7,Bendigo,False
703,1,Australia League Play,2,Brisbane,11,7,Darwin,False
704,1,Australia League Play,2,Perth,11,10,Toowoomba,False
705,1,Australia League Play,2,Adelaide,10,7,Cairns,False
706,1,Australia League Play,2,Gold Coast,12,7,Townsville,False
707,1,Australia League Play,2,Canberra,12,10,Hobart,False
708,1,Australia League Play,2,Sunshine Coast,9,16,Geelong,False
709,1,Australia League Play,2,Wollongong,11,10,Newcastle,False
710,1,Austria League Play,2,Vienna,11,6,Traun,False
711,1,Austria League Play,2,Amstetten,11,9,Krems,False
712,1,Austria League Play,2,Graz,13,8,Leoben,False
713,1,Austria League Play,2,Linz,11,7,Bregenz,False
714,1,Austria League Play,2,Salzburg,10,6,Feldkirch,False
715,1,Austria League Play,2,Innsbruck,21,9,Leonding,False
716,1,Austria League Play,2,Klagenfurt,9,8,Klosterneuburg,False
717,1,Austria League Play,2,Wels,14,7,Steyr,False
718,1,Austria League Play,2,Villach,11,9,Wiener Neustadt,False
719,1,Austria League Play,2,Sankt Polten,9,13,Dornbirn,False
720,1,Bangladesh League Play,2,Dhaka,10,8,Faridpur,False
721,1,Bangladesh League Play,2,Chandpur,13,10,Tangail,False
722,1,Bangladesh League Play,2,Chittagong,16,9,Nawabganj,False
723,1,Bangladesh League Play,2,Gazipur,6,15,Tongi,False
724,1,Bangladesh League Play,2,Narayanganj,11,7,Barisal,False
725,1,Bangladesh League Play,2,Khulna,10,6,Jessore,False
726,1,Bangladesh League Play,2,Rajshahi,11,8,Bogra,False
727,1,Bangladesh League Play,2,Sylhet,11,10,Dinajpur,False
728,1,Bangladesh League Play,2,Savar,11,8,Rangpur,False
729,1,Bangladesh League Play,2,Comilla,6,10,Mymensingh,False
730,1,Belgium League Play,2,Brussels,13,7,Seraing,False
731,1,Belgium League Play,2,Roeselare,7,17,Ostend,False
732,1,Belgium League Play,2,Antwerp,18,8,Genk,False
733,1,Belgium League Play,2,Ghent,9,8,Tournai,False
734,1,Belgium League Play,2,Charleroi,9,10,La Louviere,False
735,1,Belgium League Play,2,Liege,10,13,Hasselt,False
736,1,Belgium League Play,2,Bruges,7,10,Kortrijk,False
737,1,Belgium League Play,2,Namur,11,8,Sint-Niklaas,False
738,1,Belgium League Play,2,Leuven,8,7,Mechelen,False
739,1,Belgium League Play,2,Mons,10,11,Aalst,False
740,1,Brazil League Play,2,Sao Paulo,11,10,Campo Grande,True
741,1,Brazil League Play,2,Joao Pessoa,14,7,Teresina,False
742,1,Brazil League Play,2,Rio de Janeiro,12,9,Natal,False
743,1,Brazil League Play,2,Brasilia,9,8,Maceio,False
744,1,Brazil League Play,2,Salvador,10,9,Sao Luis,False
745,1,Brazil League Play,2,Fortaleza,8,11,Campinas,False
746,1,Brazil League Play,2,Belo Horizonte,13,8,Guarulhos,False
747,1,Brazil League Play,2,Manaus,9,10,Porto Alegre,False
748,1,Brazil League Play,2,Curitiba,8,15,Belem,False
749,1,Brazil League Play,2,Recife,8,14,Goiania,False
750,1,Canada League Play,2,Toronto,12,8,Gatineau,False
751,1,Canada League Play,2,Longueuil,8,11,Saskatoon,False
752,1,Canada League Play,2,Montreal,10,6,Vaughan,False
753,1,Canada League Play,2,Calgary,19,11,Markham,False
754,1,Canada League Play,2,Ottawa,11,18,London,False
755,1,Canada League Play,2,Edmonton,8,9,Laval,False
756,1,Canada League Play,2,Winnipeg,9,8,Halifax,False
757,1,Canada League Play,2,Mississauga,12,10,Quebec City,False
758,1,Canada League Play,2,Vancouver,10,14,Surrey,False
759,1,Canada League Play,2,Brampton,9,7,Hamilton,False
760,1,Chile League Play,2,Santiago,15,7,Quilpue,False
761,1,Chile League Play,2,Villa Alemana,6,11,Osorno,False
762,1,Chile League Play,2,Concepcion,15,11,Calama,False
763,1,Chile League Play,2,Valparaiso,17,8,San Pedro de la Paz,False
764,1,Chile League Play,2,Antofagasta,9,6,Punta Arenas,False
765,1,Chile League Play,2,La Serena,10,7,Valdivia,False
766,1,Chile League Play,2,Temuco,10,8,Copiapó,False
767,1,Chile League Play,2,Rancagua,15,10,Coquimbo,False
768,1,Chile League Play,2,Puerto Montt,10,7,Talca,False
769,1,Chile League Play,2,Iquique,6,16,Arica,False
770,1,China League Play,2,Chongqing,8,11,Dalian,False
771,1,China League Play,2,Kunming,10,14,Changsha,False
772,1,China League Play,2,Shanghai,11,6,Shenyang,False
773,1,China League Play,2,Beijing,9,8,Nanjing,False
774,1,China League Play,2,Shenzhen,14,7,Jinan,False
775,1,China League Play,2,Guangzhou,9,17,Chengdu,False
776,1,China League Play,2,Tianjin,7,6,Qingdao,False
777,1,China League Play,2,Xi'an,13,10,Harbin,False
778,1,China League Play,2,Zhengzhou,9,10,Suzhou,False
779,1,China League Play,2,Hangzhou,9,10,Wuhan,False
780,1,Colombia League Play,2,Bogota,19,8,Monteria,False
781,1,Colombia League Play,2,Manizales,13,10,Neiva,False
782,1,Colombia League Play,2,Cali,8,7,Palmira,False
783,1,Colombia League Play,2,Medellín,15,11,Armenia,False
784,1,Colombia League Play,2,Barranquilla,7,10,Santa Marta,False
785,1,Colombia League Play,2,Cartagena,10,9,Valledupar,True
786,1,Colombia League Play,2,Cucuta,11,9,Pasto,False
787,1,Colombia League Play,2,Soledad,6,5,Soacha,True
