,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
428,1,New Zealand League Play,1,Palmerston North,11,8,Whanganui,False
429,1,New Zealand League Play,1,Whangarei,6,7,Rotorua,False
430,1,New Zealand League Play,1,New Plymouth,9,7,Nelson,False
431,1,Nigeria League Play,1,Lagos,8,5,Owerri,False
432,1,Nigeria League Play,1,Kano,15,8,Asaba,False
433,1,Nigeria League Play,1,Ibadan,10,8,Abeokuta,False
434,1,Nigeria League Play,1,Abuja,15,7,Sokoto,False
435,1,Nigeria League Play,1,Port Harcourt,16,8,Warri,False
436,1,Nigeria League Play,1,Benin City,9,6,Onitsha,False
437,1,Nigeria League Play,1,Kaduna,12,11,Ogbomosho,True
438,1,Nigeria League Play,1,Maiduguri,11,9,Enugu,False
439,1,Nigeria League Play,1,Zaria,11,10,Aba,True
440,1,Nigeria League Play,1,Ilorin,10,12,Jos,False
441,1,Norway League Play,1,Oslo,19,8,Kongsberg,False
442,1,Norway League Play,1,Bergen,15,10,Molde,False
443,1,Norway League Play,1,Stavanger,16,11,Lillehammer,False
444,1,Norway League Play,1,Trondheim,13,10,Haugesund,False
445,1,Norway League Play,1,Kristiansand,17,7,Porsgrunn,False
446,1,Norway League Play,1,Drammen,10,9,Alesund,True
447,1,Norway League Play,1,Fredrikstad,9,10,Tonsberg,False
448,1,Norway League Play,1,Sandnes,10,9,Bodø,False
449,1,Norway League Play,1,Skien,7,3,Sarpsborg,False
450,1,Norway League Play,1,Sandefjord,6,7,Asker,False
451,1,Oman League Play,1,Muscat,12,9,Khasab,False
452,1,Oman League Play,1,Seeb,14,10,Al Hamra,False
453,1,Oman League Play,1,Salalah,11,10,Shinas,True
454,1,Oman League Play,1,Sohar,10,7,Al Suwaiq,False
455,1,Oman League Play,1,Al Khuwair,15,10,Bahla,False
456,1,Oman League Play,1,Nizwa,13,9,Al Buraymi,False
457,1,Oman League Play,1,Sur,9,7,Izki,False
458,1,Oman League Play,1,Rustaq,11,9,Al Khaburah,False
459,1,Oman League Play,1,Bidbid,9,11,Saham,False
460,1,Oman League Play,1,Ibra,11,9,Ibri,False
461,1,Pakistan League Play,1,Karachi,15,6,Sukkur,False
462,1,Pakistan League Play,1,Lahore,16,8,Larkana,False
463,1,Pakistan League Play,1,Faisalabad,8,7,Sheikhupura,False
464,1,Pakistan League Play,1,Gujranwala,7,9,Rahim Yar Khan,False
465,1,Pakistan League Play,1,Rawalpindi,8,14,Jhang,False
466,1,Pakistan League Play,1,Multan,8,11,Dera Ghazi Khan,False
467,1,Pakistan League Play,1,Peshawar,10,9,Gujrat,False
468,1,Pakistan League Play,1,Hyderabad,17,9,Sialkot,False
469,1,Pakistan League Play,1,Islamabad,17,10,Sargodha,False
470,1,Pakistan League Play,1,Bahawalpur,9,8,Quetta,True
471,1,Peru League Play,1,Lima,14,8,Ayacucho,False
472,1,Peru League Play,1,Callao,12,11,Puno,False
473,1,Peru League Play,1,Arequipa,6,7,Tumbes,False
474,1,Peru League Play,1,Trujillo,12,10,Pisco,False
475,1,Peru League Play,1,Piura,9,8,Sullana,False
476,1,Peru League Play,1,Iquitos,13,9,Huanuco,False
477,1,Peru League Play,1,Chiclayo,12,5,Ica,False
478,1,Peru League Play,1,Chimbote,12,11,Juliaca,True
479,1,Peru League Play,1,Cusco,8,10,Pucallpa,False
480,1,Peru League Play,1,Huancayo,7,10,Tacna,False
481,1,Philippines League Play,1,Quezon City,19,10,Marikina,False
482,1,Philippines League Play,1,Davao,9,11,Imus,False
483,1,Philippines League Play,1,Manila,12,9,Makati,False
484,1,Philippines League Play,1,Caloocan,6,7,Muntinlupa,False
485,1,Philippines League Play,1,Zamboanga,11,7,Las Piñas,False
486,1,Philippines League Play,1,Cebu City,8,10,Bacoor,False
487,1,Philippines League Play,1,Antipolo,11,13,Parañaque,False
488,1,Philippines League Play,1,Pasig,10,9,Valenzuela,True
489,1,Philippines League Play,1,Taguig,10,19,Dasmariñas,False
490,1,Philippines League Play,1,General Santos,10,8,Cagayan de Oro,False
491,1,Poland League Play,1,Warsaw,9,11,Gliwice,False
492,1,Poland League Play,1,Krakow,17,9,Zabrze,False
493,1,Poland League Play,1,Lodz,18,8,Torun,False
494,1,Poland League Play,1,Wroclaw,10,8,Sosnowiec,False
495,1,Poland League Play,1,Poznan,10,6,Rzeszow,False
496,1,Poland League Play,1,Gdansk,11,12,Kielce,False
497,1,Poland League Play,1,Szczecin,13,9,Radom,False
498,1,Poland League Play,1,Lublin,18,9,Czestochowa,False
499,1,Poland League Play,1,Bydgoszcz,8,13,Gdynia,False
500,1,Poland League Play,1,Katowice,11,8,Bialystok,False
501,1,Portugal League Play,1,Lisbon,18,9,Leiria,False
502,1,Portugal League Play,1,Vila Nova de Gaia,12,7,Évora,False
503,1,Portugal League Play,1,Porto,14,9,Viseu,False
504,1,Portugal League Play,1,Braga,6,5,Faro,True
505,1,Portugal League Play,1,Amadora,10,9,Portimao,False
506,1,Portugal League Play,1,Almada,15,8,Aveiro,False
507,1,Portugal League Play,1,Setúbal,14,8,Queluz,False
508,1,Portugal League Play,1,Sintra,9,7,Loures,False
509,1,Portugal League Play,1,Funchal,6,5,Barreiro,True
510,1,Portugal League Play,1,Coimbra,8,7,Agualva-Cacem,False
511,1,Qatar League Play,1,Doha,15,9,Ain Khaled,False
512,1,Qatar League Play,1,Al Rayyan,14,7,West Bay,False
513,1,Qatar League Play,1,Al Wakrah,12,11,Education City,True
514,1,Qatar League Play,1,Lusail,11,14,Al Shahaniya,False
515,1,Qatar League Play,1,Al Daayen,10,9,Madinat ash Shamal,True
516,1,Qatar League Play,1,Muaither,11,9,Fereej Bin Mahmoud,False
517,1,Qatar League Play,1,The Pearl,9,11,Fereej Abdul Aziz,False
518,1,Qatar League Play,1,Umm Salal,7,12,Madinat Khalifa,False
519,1,Qatar League Play,1,Mesaieed,10,9,Al Aziziyah,False
520,1,Qatar League Play,1,Al Khor,10,16,Al Markhiya,False
521,1,Romania League Play,1,Bucharest,18,9,Botoșani,False
522,1,Romania League Play,1,Cluj-Napoca,14,9,Ramnicu Valcea,False
523,1,Romania League Play,1,Timisoara,9,10,Baia Mare,False
524,1,Romania League Play,1,Constanta,11,7,Buzau,False
525,1,Romania League Play,1,Iasi,13,10,Targu Mures,False
526,1,Romania League Play,1,Brasov,22,11,Pitesti,False
527,1,Romania League Play,1,Craiova,11,10,Sibiu,False
528,1,Romania League Play,1,Galati,7,10,Bacau,False
529,1,Romania League Play,1,Oradea,10,8,Arad,False
530,1,Romania League Play,1,Ploiesti,7,13,Braila,False
531,1,Russia League Play,1,Moscow,11,9,Izhevsk,False
532,1,Russia League Play,1,Saint Petersburg,25,9,Tolyatti,False
533,1,Russia League Play,1,Novosibirsk,10,9,Tyumen,True
534,1,Russia League Play,1,Yekaterinburg,10,7,Saratov,False
535,1,Russia League Play,1,Kazan,8,7,Krasnodar,True
536,1,Russia League Play,1,Nizhny Novgorod,11,8,Volgograd,False
537,1,Russia League Play,1,Chelyabinsk,11,13,Perm,False
538,1,Russia League Play,1,Samara,9,12,Voronezh,False
539,1,Russia League Play,1,Omsk,9,13,Krasnoyarsk,False
540,1,Russia League Play,1,Rostov-on-Don,6,8,Ufa,False
541,1,Saudi Arabia League Play,1,Riyadh,21,8,Khurais,False
542,1,Saudi Arabia League Play,1,Jeddah,13,10,Yanbu,False
543,1,Saudi Arabia League Play,1,Mecca,20,10,Al-Qatif,False
544,1,Saudi Arabia League Play,1,Medina,14,9,Jizan,False
545,1,Saudi Arabia League Play,1,Dammam,18,6,Hafar Al-Batin,False
546,1,Saudi Arabia League Play,1,Taif,9,10,Najran,False
547,1,Saudi Arabia League Play,1,Khobar,11,10,Jubail,False
548,1,Saudi Arabia League Play,1,Tabuk,10,9,Hail,False
549,1,Saudi Arabia League Play,1,Khamis Mushait,10,6,Al-Ahsa,False
550,1,Saudi Arabia League Play,1,Qassim,8,7,Abha,True
551,1,Singapore League Play,1,Singapore,11,10,Kallang,False
552,1,Singapore League Play,1,Bedok,15,9,Queenstown,False
553,1,Singapore League Play,1,Jurong West,13,5,Clementi,False
554,1,Singapore League Play,1,Tampines,16,10,Bishan,False
555,1,Singapore League Play,1,Woodlands,15,6,Toa Payoh,False
556,1,Singapore League Play,1,Sengkang,8,7,Geylang,True
557,1,Singapore League Play,1,Hougang,8,13,Pasir Ris,False
558,1,Singapore League Play,1,Yishun,11,10,Serangoon,True
559,1,Singapore League Play,1,Punggol,8,12,Bukit Batok,False
560,1,Singapore League Play,1,Choa Chu Kang,5,6,Ang Mo Kio,False
561,1,Slovakia League Play,1,Bratislava,12,4,Zvolen,False
562,1,Slovakia League Play,1,Kosice,10,9,Prievidza,False
563,1,Slovakia League Play,1,Prešov,12,9,Bardejov,False
564,1,Slovakia League Play,1,Banská Bystrica,8,12,Humenne,False
565,1,Slovakia League Play,1,Zilina,8,6,Levice,False
566,1,Slovakia League Play,1,Trnava,7,11,Komarno,False
567,1,Slovakia League Play,1,Nitra,10,8,Spišská Nová Ves,False
568,1,Slovakia League Play,1,Martin,5,9,Nove Zamky,False
569,1,Slovakia League Play,1,Poprad,8,7,Michalovce,False
570,1,Slovakia League Play,1,Trenčín,8,9,Povazska Bystrica,False
571,1,South Africa League Play,1,Johannesburg,15,8,Vanderbijlpark,False
572,1,South Africa League Play,1,Cape Town,14,8,Witbank,False
573,1,South Africa League Play,1,Durban,13,10,Richards Bay,False
574,1,South Africa League Play,1,Ekurhuleni,20,9,Krugersdorp,False
575,1,South Africa League Play,1,Pretoria,13,10,Newcastle,False
576,1,South Africa League Play,1,Soweto,10,9,Welkom,False
577,1,South Africa League Play,1,Port Elizabeth,9,11,Boksburg,False
578,1,South Africa League Play,1,Pietermaritzburg,5,9,Bloemfontein,False
579,1,South Africa League Play,1,East London,8,7,Vereeniging,True
580,1,South Africa League Play,1,Benoni,17,11,Tembisa,False
581,1,South Korea League Play,1,Seoul,8,6,Anyang,False
582,1,South Korea League Play,1,Busan,9,7,Cheonan,False
583,1,South Korea League Play,1,Incheon,9,6,Jeonju,False
584,1,South Korea League Play,1,Daegu,10,8,Ansan,False
585,1,South Korea League Play,1,Daejeon,9,8,Namyangju,False
586,1,South Korea League Play,1,Gwangju,8,10,Hwaseong,False
587,1,South Korea League Play,1,Suwon,6,5,Bucheon,True
588,1,South Korea League Play,1,Ulsan,6,14,Cheongju,False
589,1,South Korea League Play,1,Yongin,8,9,Seongnam,False
590,1,South Korea League Play,1,Goyang,7,9,Changwon,False
591,1,Spain League Play,1,Madrid,16,10,Elche,False
592,1,Spain League Play,1,Barcelona,6,5,Granada,False
593,1,Spain League Play,1,Valencia,12,10,Vitoria,False
594,1,Spain League Play,1,Zaragoza,11,12,La Coruna,False
595,1,Spain League Play,1,Seville,10,12,Hospitalet,False
596,1,Spain League Play,1,Malaga,10,11,Gijon,False
597,1,Spain League Play,1,Murcia,9,10,Vigo,False
598,1,Spain League Play,1,Palma,10,12,Valladolid,False
599,1,Spain League Play,1,Las Palmas,8,11,Cordoba,False
600,1,Spain League Play,1,Bilbao,10,9,Alicante,True
601,1,Sweden League Play,1,Stockholm,16,10,Sundsvall,False
602,1,Sweden League Play,1,Gothenburg,15,9,Sodertalje,False
603,1,Sweden League Play,1,Malmo,13,10,Karlstad,False
604,1,Sweden League Play,1,Uppsala,14,7,Eskilstuna,False
605,1,Sweden League Play,1,Linkoping,7,5,Huddinge,False
606,1,Sweden League Play,1,Orebro,10,13,Nacka,False
607,1,Sweden League Play,1,Helsingborg,7,9,Gavle,False
608,1,Sweden League Play,1,Norrkoping,9,8,Boras,False
609,1,Sweden League Play,1,Jonkoping,10,9,Vasteras,True
610,1,Sweden League Play,1,Lund,10,9,Umea,False
611,1,Switzerland League Play,1,Zurich,23,9,Uster,False
612,1,Switzerland League Play,1,Geneva,7,9,Vernier,False
613,1,Switzerland League Play,1,Basel,15,9,Chur,False
614,1,Switzerland League Play,1,Lausanne,11,9,Sion,False
615,1,Switzerland League Play,1,Bern,10,7,Schaffhausen,False
616,1,Switzerland League Play,1,Winterthur,13,7,La Chaux-de-Fonds,False
617,1,Switzerland League Play,1,St. Gallen,8,7,Fribourg,False
618,1,Switzerland League Play,1,Lucerne,9,13,Koniz,False
619,1,Switzerland League Play,1,Lugano,9,8,Thun,True
620,1,Switzerland League Play,1,Biel,11,9,Neuchatel,False
621,1,Thailand League Play,1,Bangkok,19,10,Chiang Rai,False
622,1,Thailand League Play,1,Samut Prakan,17,9,Lampang,False
623,1,Thailand League Play,1,Nonthaburi,19,7,Songkhla,False
624,1,Thailand League Play,1,Hat Yai,12,10,Nakhon Pathom,False
625,1,Thailand League Play,1,Udon Thani,13,9,Nakhon Si Thammarat,False
626,1,Thailand League Play,1,Chon Buri,7,13,Rayong,False
627,1,Thailand League Play,1,Nakhon Ratchasima,10,11,Mueang Nakhon Sawan,False
628,1,Thailand League Play,1,Khon Kaen,9,10,Phitsanulok,False
629,1,Thailand League Play,1,Chiang Mai,8,9,Ubon Ratchathani,False
630,1,Thailand League Play,1,Surat Thani,10,9,Pattaya,True
631,1,Turkey League Play,1,Istanbul,17,9,Sisli,False
632,1,Turkey League Play,1,Ankara,21,8,Erzurum,False
633,1,Turkey League Play,1,Izmir,10,7,Trabzon,False
634,1,Turkey League Play,1,Gaziantep,13,7,Atasehir,False
635,1,Turkey League Play,1,Bursa,14,7,Kahramanmaras,False
636,1,Turkey League Play,1,Adana,13,7,Pendik,False
637,1,Turkey League Play,1,Konya,5,7,Malatya,False
638,1,Turkey League Play,1,Antalya,12,10,Umraniye,False
639,1,Turkey League Play,1,Mersin,15,7,Esenyurt,False
640,1,Turkey League Play,1,Kayseri,8,11,Diyarbakir,False
641,1,Ukraine League Play,1,Kyiv,11,4,Chernivtsi,False
642,1,Ukraine League Play,1,Kharkiv,8,7,Bila Tserkva,False
643,1,Ukraine League Play,1,Odessa,11,10,Luhansk,False
644,1,Ukraine League Play,1,Dnipro,9,7,Chernihiv,False
645,1,Ukraine League Play,1,Donetsk,8,14,Poltava,False
646,1,Ukraine League Play,1,Zaporizhzhia,9,18,Kherson,False
647,1,Ukraine League Play,1,Lviv,9,14,Symferopol,False
648,1,Ukraine League Play,1,Kryvyi Rih,9,8,Sevastopol,False
649,1,Ukraine League Play,1,Mariupol,8,9,Makiivka,False
650,1,Ukraine League Play,1,Mykolaiv,12,10,Vinnytsia,False
651,1,United Arab Emirates League Play,1,Dubai,16,7,Madinat Zayed,False
652,1,United Arab Emirates League Play,1,Abu Dhabi,16,11,Al Hamriyah,False
653,1,United Arab Emirates League Play,1,Sharjah,15,6,Dhaid,False
654,1,United Arab Emirates League Play,1,Al Ain,10,8,Ruwais,False
655,1,United Arab Emirates League Play,1,Deira,14,9,Al Muwaylih,False
656,1,United Arab Emirates League Play,1,Ajman,18,11,Dibba Al-Hisn,False
657,1,United Arab Emirates League Play,1,Bur Dubai,13,8,Khor Fakkan,False
658,1,United Arab Emirates League Play,1,Ras Al Khaimah,13,9,Kalba,False
659,1,United Arab Emirates League Play,1,Fujairah,7,8,Umm Al Quwain,False
660,1,United Arab Emirates League Play,1,Al Quoz,8,12,Khalifa City,False
661,1,United Kingdom League Play,1,London,12,10,Stoke,False
662,1,United Kingdom League Play,1,Birmingham,8,10,Hull,False
663,1,United Kingdom League Play,1,Leeds,8,11,Plymouth,False
664,1,United Kingdom League Play,1,Glasgow,9,12,Brighton,False
665,1,United Kingdom League Play,1,Sheffield,9,8,Newcastle,False
666,1,United Kingdom League Play,1,Manchester,8,11,Nottingham,False
667,1,United Kingdom League Play,1,Bradford,6,14,Belfast,False
668,1,United Kingdom League Play,1,Edinburgh,10,9,Leicester,False
669,1,United Kingdom League Play,1,Liverpool,12,10,Cardiff,False
670,1,United Kingdom League Play,1,Bristol,12,10,Coventry,False
671,1,United States League Play,1,New York,7,5,Nashville,False
672,1,United States League Play,1,Los Angeles,11,10,Denver,False
673,1,United States League Play,1,Chicago,10,14,Seattle,False
674,1,United States League Play,1,Houston,8,9,San Francisco,False
675,1,United States League Play,1,Philadelphia,10,14,Indianapolis,False
676,1,United States League Play,1,Phoenix,20,11,Charlotte,False
677,1,United States League Play,1,San Antonio,9,10,Columbus,False
678,1,United States League Play,1,San Diego,7,5,Jacksonville,False
679,1,United States League Play,1,Dallas,9,8,Fort Worth,True
680,1,United States League Play,1,San Jose,14,11,Austin,False
681,1,Vietnam League Play,1,Ho Chi Minh City,12,6,Nam Dinh,False
682,1,Vietnam League Play,1,Hanoi,14,10,My Tho,False
683,1,Vietnam League Play,1,Haiphong,13,9,Rach Gia,False
684,1,Vietnam League Play,1,Bien Hoa,17,10,Ca Mau,False
685,1,Vietnam League Play,1,Can Tho,11,6,Da Lat,False
686,1,Vietnam League Play,1,Da Nang,11,9,Bac Ninh,False
687,1,Vietnam League Play,1,Buon Ma Thuot,15,9,Vinh,False
688,1,Vietnam League Play,1,Nha Trang,9,6,Quy Nhon,False
689,1,Vietnam League Play,1,Hue,9,7,Long Xuyen,False
690,1,Vietnam League Play,1,Vung Tau,9,16,Thai Nguyen,False
691,1,WCQ Europe STAGE 1 GROUP 1,1,Sweden,6,4,Portugal,False
692,1,WCQ Europe STAGE 1 GROUP 1,1,Italy,15,8,Turkey,False
693,1,WCQ Europe STAGE 1 GROUP 1,1,Spain,10,14,Belgium,False
694,1,WCQ Europe STAGE 1 GROUP 2,1,Germany,19,12,Romania,False
695,1,WCQ Europe STAGE 1 GROUP 2,1,Netherlands,9,7,Czech Republic,False
696,1,WCQ Europe STAGE 1 GROUP 2,1,Hungary,8,10,Switzerland,False
697,1,WCQ Europe STAGE 1 GROUP 3,1,Russia,8,9,Ireland,False
698,1,WCQ Europe STAGE 1 GROUP 3,1,United Kingdom,7,11,France,False
699,1,WCQ Europe STAGE 1 GROUP 3,1,Slovakia,8,9,Denmark,False
700,1,WCQ Europe STAGE 1 GROUP 4,1,Greece,10,13,Finland,False
701,1,WCQ Europe STAGE 1 GROUP 4,1,Norway,11,10,Ukraine,False
702,1,WCQ Europe STAGE 1 GROUP 4,1,Austria,12,9,Poland,False
703,1,WCQ Asia Stage 1,1,Malaysia,10,19,Indonesia,False
704,1,WCQ Asia Stage 1,1,Bangladesh,11,9,Kazakhstan,False
705,1,WCQ Asia Stage 1,1,Australia,14,9,Vietnam,False
706,1,WCQ Asia Stage 1,1,Pakistan,10,9,Japan,True
707,1,WCQ Asia Stage 1,1,South Korea,8,7,Philippines,True
708,1,WCQ Asia Stage 1,1,Thailand,7,8,Singapore,False
709,1,WCQ Asia Stage 1,1,Hong Kong,9,13,India,False
710,1,WCQ Asia Stage 1,1,New Zealand,9,16,China,False
711,1,WCQ Americas,1,United States,11,9,Argentina,False
712,1,WCQ Americas,1,Canada,12,7,Ecuador,False
713,1,WCQ Americas,1,Mexico,12,10,Brazil,False
714,1,WCQ Americas,1,Peru,13,9,Colombia,False
715,1,WCQ MEA STAGE 1 GROUP 1,1,Ethiopia,9,15,Israel,False
716,1,WCQ MEA STAGE 1 GROUP 1,1,Kuwait,8,11,United Arab Emirates,False
717,1,WCQ MEA STAGE 1 GROUP 2,1,Morocco,12,8,Algeria,False
718,1,WCQ MEA STAGE 1 GROUP 2,1,Iraq,10,9,South Africa,True
719,1,WCQ MEA STAGE 1 GROUP 3,1,Angola,8,10,Nigeria,False
720,1,WCQ MEA STAGE 1 GROUP 3,1,Qatar,10,13,Egypt,False
721,1,Algeria League Play,2,Algiers,16,8,Béchar,False
722,1,Algeria League Play,2,Tlemcen,8,7,Tiaret,True
723,1,Algeria League Play,2,Oran,20,7,El Oued,False
724,1,Algeria League Play,2,Constantine,10,8,Médéa,False
725,1,Algeria League Play,2,Setif,9,8,Jijel,True
726,1,Algeria League Play,2,Batna,6,7,Mostaganem,False
727,1,Algeria League Play,2,Blida,6,14,Skikda,False
728,1,Algeria League Play,2,Annaba,10,9,Sidi Bel Abbes,True
729,1,Algeria League Play,2,Djelfa,11,7,Tébessa,False
730,1,Algeria League Play,2,Biskra,8,10,Bejaia,False
731,1,Angola League Play,2,Luanda,13,9,Saurimo,False
732,1,Angola League Play,2,Menongue,9,14,Soyo,False
733,1,Angola League Play,2,Huambo,9,8,Cazombo,False
734,1,Angola League Play,2,Lobito,12,7,Lucapa,False
735,1,Angola League Play,2,Cabinda,6,10,Ndalatando,False
736,1,Angola League Play,2,Lubango,12,10,Xangongo,False
737,1,Angola League Play,2,Benguela,9,11,Longonjo,False
738,1,Angola League Play,2,Malanje,9,8,Dundo,False
739,1,Angola League Play,2,Sumbe,13,9,Kuito,False
740,1,Angola League Play,2,Uige,7,9,Namibe,False
741,1,Argentina League Play,2,Buenos Aires,11,6,General Pueyrredon,False
742,1,Argentina League Play,2,Santiago del Estero,11,7,Neuquen,False
743,1,Argentina League Play,2,Cordoba,12,8,Corrientes,False
744,1,Argentina League Play,2,Rosario,11,10,Resistencia,False
745,1,Argentina League Play,2,Mendoza,16,9,San Juan,False
746,1,Argentina League Play,2,Tucuman,10,9,Florencio Varela,True
747,1,Argentina League Play,2,La Plata,13,8,Moreno,False
748,1,Argentina League Play,2,Mar del Plata,7,9,Lanus,False
749,1,Argentina League Play,2,Salta,7,11,Almirante Brown,False
750,1,Argentina League Play,2,Quilmes,10,13,Santa Fe,False
751,1,Australia League Play,2,Sydney,20,8,Launceston,False
752,1,Australia League Play,2,Mackay,9,12,Ballarat,False
753,1,Australia League Play,2,Melbourne,16,9,Bendigo,False
754,1,Australia League Play,2,Brisbane,11,7,Darwin,False
755,1,Australia League Play,2,Perth,12,10,Toowoomba,False
756,1,Australia League Play,2,Adelaide,14,8,Cairns,False
757,1,Australia League Play,2,Gold Coast,18,8,Townsville,False
758,1,Australia League Play,2,Canberra,8,7,Hobart,True
759,1,Australia League Play,2,Sunshine Coast,9,8,Geelong,True
760,1,Australia League Play,2,Wollongong,8,11,Newcastle,False
761,1,Austria League Play,2,Vienna,18,8,Traun,False
762,1,Austria League Play,2,Amstetten,5,16,Krems,False
763,1,Austria League Play,2,Graz,10,8,Leoben,False
764,1,Austria League Play,2,Linz,10,11,Bregenz,False
765,1,Austria League Play,2,Salzburg,7,6,Feldkirch,True
766,1,Austria League Play,2,Innsbruck,18,8,Leonding,False
767,1,Austria League Play,2,Klagenfurt,17,8,Klosterneuburg,False
768,1,Austria League Play,2,Wels,10,8,Steyr,False
769,1,Austria League Play,2,Villach,11,9,Wiener Neustadt,False
770,1,Austria League Play,2,Sankt Polten,9,10,Dornbirn,False
771,1,Bangladesh League Play,2,Dhaka,22,8,Faridpur,False
772,1,Bangladesh League Play,2,Chandpur,9,15,Tangail,False
773,1,Bangladesh League Play,2,Chittagong,17,9,Nawabganj,False
774,1,Bangladesh League Play,2,Gazipur,19,11,Tongi,False
775,1,Bangladesh League Play,2,Narayanganj,15,6,Barisal,False
776,1,Bangladesh League Play,2,Khulna,12,8,Jessore,False
777,1,Bangladesh League Play,2,Rajshahi,13,10,Bogra,False
778,1,Bangladesh League Play,2,Sylhet,8,7,Dinajpur,False
779,1,Bangladesh League Play,2,Savar,8,14,Rangpur,False
780,1,Bangladesh League Play,2,Comilla,6,15,Mymensingh,False
781,1,Belgium League Play,2,Brussels,19,9,Seraing,False
782,1,Belgium League Play,2,Roeselare,9,8,Ostend,False
783,1,Belgium League Play,2,Antwerp,19,9,Genk,False
784,1,Belgium League Play,2,Ghent,14,9,Tournai,False
785,1,Belgium League Play,2,Charleroi,8,7,La Louviere,True
786,1,Belgium League Play,2,Liege,11,10,Hasselt,False
787,1,Belgium League Play,2,Bruges,11,10,Kortrijk,True
